Cluster,avg_equity2P,avg_equity3P
226,0.608833,0.38351
227,0.334,0.220746
228,0.796184,0.689728
229,0.31562,0.190254
230,0.759216,0.633134
231,0.251338,0.156917
232,0.976786,0.953401
233,0.297336,0.197475
234,0.196256,0.115348
235,0.458847,0.370478
236,0.675528,0.571333
237,0.2453,0.154881
238,0.465649,0.286985
239,0.792167,0.659178
240,0.625694,0.421304
241,0.764383,0.566085
242,0.744563,0.584192
243,0.606967,0.430512
244,0.540426,0.408466
245,0.554466,0.325838
246,0.583129,0.42873
247,0.282838,0.21975
248,0.763365,0.65091
249,0.49889,0.384799
250,0.874556,0.782408
251,0.633605,0.420548
252,0.573637,0.387901
253,0.923684,0.879205
254,0.326443,0.195655
255,0.61647,0.477801
256,0.907292,0.834899
257,0.355672,0.241832
258,0.489996,0.34207
259,0.859581,0.738109
260,0.899393,0.807794
261,0.813227,0.71425
262,0.536169,0.333376
263,0.918689,0.861232
264,0.459613,0.321391
265,0.673712,0.487201
266,0.655857,0.512043
267,0.638551,0.492831
268,0.414927,0.240149
269,0.575119,0.421693
270,0.280763,0.173975
271,0.324215,0.2161
272,0.77477,0.636153
273,0.371048,0.257844
274,0.554496,0.428186
275,0.34659,0.207996
276,0.631804,0.399929
277,0.430353,0.335678
278,0.583811,0.402653
279,0.589219,0.42071
280,0.566275,0.41818
281,0.443147,0.279331
282,0.40623,0.310322
283,0.311536,0.207147
284,0.358626,0.178954
285,0.69645,0.600067
286,0.28823,0.225268
287,0.622383,0.39172
288,0.634652,0.439841
289,0.335384,0.167514
290,0.313951,0.179204
291,0.663909,0.465012
292,0.346319,0.216813
293,0.403349,0.278682
294,0.263338,0.175556
295,0.585475,0.385241
296,0.366488,0.314109
297,0.419014,0.305694
298,0.733156,0.530814
299,0.260144,0.145597
300,0.71707,0.514789
301,0.364284,0.273599
302,0.711673,0.548288
303,0.952049,0.896745
304,0.624455,0.471442
305,0.749598,0.596848
306,0.439931,0.289308
307,0.628428,0.448467
308,0.860431,0.816017
309,0.972538,0.935933
310,0.526713,0.30577
311,0.279639,0.144038
312,0.594808,0.441178
313,0.482378,0.385252
314,0.290842,0.167538
315,0.312418,0.214278
316,0.229524,0.157074
317,0.258482,0.155533
318,0.431458,0.224735
319,0.793662,0.678691
320,0.857041,0.806781
321,0.519477,0.341068
322,0.579335,0.467038
323,0.826842,0.676487
324,0.606986,0.419186
325,0.587595,0.356304
326,0.427193,0.24563
327,0.497137,0.396737
328,0.729825,0.59243
329,0.564582,0.434995
330,0.382598,0.246329
331,0.501551,0.426504
332,0.648736,0.449304
333,0.407845,0.226833
334,0.824833,0.656578
335,0.444913,0.251184
336,0.309148,0.164938
337,0.504869,0.303481
338,0.62319,0.414828
339,0.518955,0.367275
340,0.363157,0.20539
341,0.558597,0.354169
342,0.52512,0.330126
343,0.617226,0.465695
344,0.376849,0.184044
345,0.414151,0.202522
346,0.385066,0.262243
347,0.96533,0.944393
348,0.405082,0.33919
349,0.44539,0.291228
350,0.532947,0.400373
351,0.344488,0.236462
352,0.579374,0.448199
353,0.410803,0.230972
354,0.387197,0.278832
355,0.398924,0.207073
356,0.492418,0.414925
357,0.290927,0.1737
358,0.862702,0.749426
359,0.730434,0.548058
360,0.622546,0.466379
361,0.211037,0.14366
362,0.189256,0.129214
363,0.498671,0.27079
364,0.547313,0.392513
365,0.533096,0.357747
366,0.291021,0.180677
367,0.588847,0.462484
368,0.220878,0.143362
369,0.635635,0.486206
370,0.7555,0.583587
371,0.515139,0.363787
372,0.677607,0.551449
373,0.352218,0.177153
374,0.509591,0.310451
375,0.571435,0.355471
376,0.743704,0.627284
377,0.784119,0.661246
378,0.599343,0.452587
379,0.927829,0.845863
380,0.417229,0.218804
381,0.450319,0.307118
382,0.431819,0.279241
383,0.497284,0.34343
384,0.348111,0.188848
385,0.785401,0.6093
