Cluster,avg_equity2P,avg_equity3P
674,0.521905,0.335508
675,0.543523,0.366324
676,0.478487,0.239038
677,0.342946,0.188093
678,0.745112,0.659615
679,0.552181,0.352928
680,0.751876,0.673792
681,0.467657,0.29425
682,0.512115,0.268393
683,0.444492,0.285554
684,0.65864,0.549847
685,0.553986,0.29753
686,0.598953,0.386489
687,0.605981,0.403091
688,0.547928,0.429429
689,0.925735,0.875169
690,0.294081,0.221844
691,0.471464,0.317808
692,0.603474,0.444902
693,0.882035,0.756074
694,0.8268,0.677416
695,0.591928,0.367541
696,0.878936,0.769666
697,0.615367,0.438876
698,0.413925,0.273674
699,0.420604,0.213604
700,0.245546,0.203096
701,0.365017,0.247679
702,0.476092,0.290234
703,0.342548,0.208777
704,0.444618,0.320361
705,0.514032,0.317047
706,0.342911,0.146475
707,0.90277,0.846179
708,0.46765,0.30331
709,0.137428,0.105173
710,0.824679,0.695613
711,0.684042,0.520355
712,0.26734,0.100556
713,0.460141,0.357316
714,0.579016,0.438336
715,0.827069,0.769583
716,0.543321,0.353524
717,0.273393,0.20307
718,0.245543,0.188438
719,0.297928,0.16987
720,0.896416,0.800583
721,0.908456,0.811675
722,0.650042,0.458712
723,0.313346,0.212811
724,0.547134,0.346684
725,0.387032,0.242154
726,0.78797,0.623223
727,0.416437,0.258273
728,0.903481,0.828828
729,0.296183,0.153057
730,0.866088,0.796916
731,0.626436,0.399044
732,0.319942,0.157972
733,0.522513,0.313225
734,0.504592,0.33764
735,0.565777,0.371009
736,0.647057,0.520248
737,0.512199,0.407989
738,0.474641,0.366592
739,0.782931,0.702616
740,0.300453,0.127573
741,0.701907,0.566144
742,0.285178,0.128954
743,0.132292,0.0501982
744,0.48458,0.315059
745,0.356775,0.160766
746,0.485455,0.291314
747,0.527551,0.320459
748,0.242386,0.127057
749,0.555978,0.395896
750,0.550112,0.36639
751,0.595595,0.459739
752,0.308307,0.273967
753,0.627551,0.411338
754,0.683722,0.457517
755,0.47593,0.305333
756,0.690282,0.56919
757,0.262535,0.116874
758,0.843402,0.758514
759,0.877188,0.818436
760,0.421671,0.225997
761,0.391654,0.189513
762,0.17164,0.0931305
763,0.736988,0.51889
764,0.40102,0.251985
765,0.685168,0.530234
766,0.440012,0.23575
767,0.281211,0.164692
768,0.278069,0.123706
769,0.89729,0.810725
770,0.515924,0.391958
771,0.738911,0.546994
772,0.178779,0.115911
773,0.92198,0.849207
774,0.636981,0.428941
775,0.341573,0.219091
776,0.166651,0.113303
777,0.433646,0.260917
778,0.516891,0.349488
779,0.58925,0.404584
780,0.555267,0.344315
781,0.686694,0.472284
782,0.481448,0.345686
783,0.524211,0.347499
784,0.418489,0.301202
785,0.697397,0.488802
786,0.365684,0.257632
787,0.2267,0.131494
788,0.747317,0.555666
789,0.71027,0.517591
790,0.675833,0.535214
791,0.260389,0.198834
792,0.603889,0.463319
793,0.575874,0.389068
794,0.904488,0.85605
795,0.538818,0.388273
796,0.541529,0.403703
797,0.306295,0.194396
798,0.436661,0.281054
799,0.775585,0.623577
800,0.569484,0.401269
801,0.431309,0.251986
802,0.353795,0.170476
803,0.551301,0.401376
804,0.60618,0.453822
805,0.737191,0.675904
806,0.184594,0.0954612
807,0.401457,0.242806
808,0.153516,0.0685149
809,0.360858,0.268283
810,0.602196,0.435253
811,0.341261,0.198617
812,0.301903,0.161603
813,0.910287,0.821901
814,0.179591,0.0854347
815,0.73239,0.567487
816,0.553491,0.381384
817,0.515654,0.357178
818,0.764224,0.64461
819,0.543888,0.329331
820,0.501631,0.326865
821,0.345565,0.156952
822,0.269665,0.136313
823,0.762768,0.683064
824,0.278403,0.141014
825,0.28655,0.155539
826,0.251975,0.0916452
